(<mark><b>Viento</b></mark>); Viento [Noun]:La primera definición de viento en el diccionario de la real academia de la lengua española es corriente de aire producida en la atmósfera por causas naturales Otro significado de viento en el diccionario es aire atmosférico Viento es también olor que como rastro dejan las piezas de caza.;spanish,es,sentence::mining,La Caza,sentence::recognition
(<mark><b>Pájaros</b></mark>); Pájaros [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
<mark><b>Buenos</b></mark> días.; Buenos [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
Buenos <mark><b>días</b></mark>.;"el día [Noun]:La primera definición de día en el diccionario de la real academia de la lengua española es tiempo que la Tierra emplea en dar una vuelta alrededor de su eje; equivale a 24 horas Otro significado de día en el diccionario es tiempo en que el Sol está sobre el horizonte Día es también luz del día.";spanish,es,sentence::mining,La Caza,sentence::recognition
(<mark><b>Canta</b></mark> un gallo); Canta [Noun]:La definición de canta en el diccionario castellano es cantar, canción o copla Otro significado de canta en el diccionario es también copla popular escrita en octosílabos.;spanish,es,sentence::mining,La Caza,sentence::recognition
(Canta un <mark><b>gallo</b></mark>);el gallo [Noun]:La primera definición de gallo en el diccionario de la real academia de la lengua española es ave del orden de las Galliformes, de aspecto arrogante, cabeza adornada de una cresta roja, carnosa y ordinariamente erguida, pico corto, grueso y arqueado, carúnculas rojas y pendientes a uno y otro lado de la cara Tiene plumaje abundante, lustroso y a menudo con visos irisados, cola de catorce penas cortas y levantadas, sobre las que se alzan y prolongan en arco las cobijas, y tarsos fuertes, escamosos, armados de espolones largos y agudos Otro significado de gallo en el diccionario es pez marino del orden de los Acantopterigios, de unos 20 cm de largo, cabeza pequeña, boca prominente, cuerpo comprimido, verdoso por encima y plateado por el vientre, aletas pequeñas, la dorsal en forma de cresta de un gallo, y cola redonda Gallo es también en el juego del monte, las dos segundas cartas que echa el banquero y se colocan por debajo del albur.;spanish,es,sentence::mining,La Caza,sentence::recognition
No <mark><b>quiero</b></mark> que sea lunes.; querer [Noun]:La primera definición de querer en el diccionario de la real academia de la lengua española es desear o apetecer Otro significado de querer en el diccionario es amar, tener cariño, voluntad o inclinación a alguien o algo Querer es también tener voluntad o determinación de ejecutar algo.;spanish,es,sentence::mining,La Caza,sentence::recognition
No quiero que sea <mark><b>lunes</b></mark>.; lunes [Noun]:En el diccionario castellano lunes significa primer día de la semana, segundo de la semana litúrgica.;spanish,es,sentence::mining,La Caza,sentence::recognition
¡<mark><b>Hala</b></mark>!;la hala [Interjection]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
Ana se ha <mark><b>empeñado</b></mark> en que avise a Lucía.; empeñado [Adjective]:En el diccionario castellano empeñado significa dicho de una disputa o de una reyerta: Acalorada, reñida Entablaron una empeñada discusión.;spanish,es,sentence::mining,La Caza,sentence::recognition
Ana se ha empeñado en que <mark><b>avise</b></mark> a Lucía.; avisar [Verb]:La primera definición de avisar en el diccionario de la real academia de la lengua española es dar noticia de algún hecho Otro significado de avisar en el diccionario es advertir o aconsejar Avisar es también llamar a alguien para que preste un servicio;spanish,es,sentence::mining,La Caza,sentence::recognition
